ID,country,name,capacity_el,storage_capacity,zone_el,charge_bid_price,discharge_bid_price
S563DE,DE,New BESSDE563,604.1810899,978.7733657,DELU,80.26356033,114.6226218
S564DE,DE,New BESSDE564,604.1810899,978.7733657,DELU,78.35527025,112.7143317
S565DE,DE,New BESSDE565,604.1810899,978.7733657,DELU,76.05357734,110.4126388
S566DE,DE,New BESSDE566,604.1810899,978.7733657,DELU,84.2935831,118.6526445
S567DE,DE,New BESSDE567,604.1810899,978.7733657,DELU,72.00505359,106.364115
S568DE,DE,New BESSDE568,604.1810899,978.7733657,DELU,84.29360286,118.6526643
S569DE,DE,New BESSDE569,604.1810899,978.7733657,DELU,70.46980161,104.828863
S570DE,DE,New BESSDE570,604.1810899,978.7733657,DELU,74.2420186,108.60108
S571DE,DE,New BESSDE571,604.1810899,978.7733657,DELU,86.10321862,120.4622801
S572DE,DE,New BESSDE572,604.1810899,978.7733657,DELU,76.66987651,111.0289379
S573DE,DE,New BESSDE573,604.1810899,978.7733657,DELU,80.59079992,114.9498614
S574DE,DE,New BESSDE574,604.1810899,978.7733657,DELU,59.6987714,94.05783284
S575DE,DE,New BESSDE575,604.1810899,978.7733657,DELU,81.99954261,116.358604
S576DE,DE,New BESSDE576,604.1810899,978.7733657,DELU,77.99005518,112.3491166
S577DE,DE,New BESSDE577,604.1810899,978.7733657,DELU,86.82705221,121.1861136
S578DE,DE,New BESSDE578,604.1810899,978.7733657,DELU,68.01433669,102.3733981
S579DE,DE,New BESSDE579,604.1810899,978.7733657,DELU,62.80580262,97.16486405
S580DE,DE,New BESSDE580,604.1810899,978.7733657,DELU,61.71955794,96.07861938
S581DE,DE,New BESSDE581,604.1810899,978.7733657,DELU,74.0109588,108.3700202
S582DE,DE,New BESSDE582,604.1810899,978.7733657,DELU,83.92197406,118.2810355
S583DE,DE,New BESSDE583,604.1810899,978.7733657,DELU,89.25059781,123.6096592
S584DE,DE,New BESSDE584,604.1810899,978.7733657,DELU,65.03119503,99.39025647
S585DE,DE,New BESSDE585,604.1810899,978.7733657,DELU,86.08850945,120.4475709
S586DE,DE,New BESSDE586,604.1810899,978.7733657,DELU,61.86288101,96.22194245
S587DE,DE,New BESSDE587,604.1810899,978.7733657,DELU,76.81880467,111.1778661
S588DE,DE,New BESSDE588,604.1810899,978.7733657,DELU,74.57672751,108.9357889
S589DE,DE,New BESSDE589,604.1810899,978.7733657,DELU,85.7965995,120.1556609
S590DE,DE,New BESSDE590,604.1810899,978.7733657,DELU,85.84103033,120.2000918
S591DE,DE,New BESSDE591,604.1810899,978.7733657,DELU,89.30155366,123.6606151
S592DE,DE,New BESSDE592,604.1810899,978.7733657,DELU,80.91257284,115.2716343
S593DE,DE,New BESSDE593,604.1810899,978.7733657,DELU,72.84225802,107.2013195
S594DE,DE,New BESSDE594,604.1810899,978.7733657,DELU,75.9729617,110.3320231
S595DE,DE,New BESSDE595,604.1810899,978.7733657,DELU,87.21750098,121.5765624
S596DE,DE,New BESSDE596,604.1810899,978.7733657,DELU,70.7074464,105.0665078
S597DE,DE,New BESSDE597,604.1810899,978.7733657,DELU,78.31998519,112.6790466
S598DE,DE,New BESSDE598,604.1810899,978.7733657,DELU,77.38623008,111.7452915
S599DE,DE,New BESSDE599,604.1810899,978.7733657,DELU,84.12347399,118.4825354
S600DE,DE,New BESSDE600,604.1810899,978.7733657,DELU,83.49219462,117.8512561
S601DE,DE,New BESSDE601,604.1810899,978.7733657,DELU,59.52646132,93.88552276
S602DE,DE,New BESSDE602,604.1810899,978.7733657,DELU,71.28293558,105.641997
S603DE,DE,New BESSDE603,604.1810899,978.7733657,DELU,71.57366334,105.9327248
S604DE,DE,New BESSDE604,604.1810899,978.7733657,DELU,83.02172879,117.3807902
S1EE,EE,Saku Hertz,49.04803493,98.09606987,EE,64.28436247,98.64342391
S2EE,EE,Raasiku Hertz,49.04803493,98.09606987,EE,83.04667541,117.4057368
S3EE,EE,Purtse,1.961921397,3.923842795,EE,68.08685524,102.4459167
S4EE,EE,IdaViru BESS,12.26200873,24.52401747,EE,73.34604582,107.7051073
S1EL,EL,TILOS Technology Innovation for the Local Scale Optimum Integration of Battery Energy Storage,0.555085943,1.66525783,EL,65.47403101,99.83309245
S2EL,EL,TILOS,0.693857429,2.081572288,EL,85.33301213,119.6920736
S3EL,EL,Dristello solar farm,59.67173892,0,EL,87.51796791,121.8770293
S4EL,EL,Enel Greece BESS,33.99901403,67.99802807,EL,73.81821918,108.1772806
S5EL,EL,Intrakat BESS,69.38574293,138.7714859,EL,76.19033239,110.5493938
S6EL,EL,Halkidiki solarplusstorage,33.3051566,66.61031321,EL,80.02361716,114.3826786
S7EL,EL,Stavros,3.28194564,3.28194564,EL,88.3135724,122.6726338
S8EL,EL,Helios Energy Community BESS,5.550859434,11.47640188,EL,73.85017724,108.2092387
S9EL,EL,HERON Greece BESS,8.326289151,16.6525783,EL,70.63190159,104.990963
S10EL,EL,CNI ENERGY greece BESS,17.34643573,34.69287146,EL,73.18130589,107.5403673
S11EL,EL,MORE Greece BESS,36.08058632,72.16117264,EL,67.22295323,101.5820147
S12EL,EL,Bluesky 300 solarplushydrogenplusstorage,69.38574293,0,EL,78.72364958,113.082711
S13EL,EL,CNI ENERGY CORPORATION BESS,17.34643573,34.69287146,EL,70.0180782,104.3771396
S14EL,EL,MORE Greese BESS,13.87714859,27.75429717,EL,82.02099636,116.3800578
S15EL,EL,PPC Renewables BESS,67.99802807,133.2206264,EL,74.70123386,109.0602953
S16EL,EL,Energeiaki Techniki BESS,11.57354192,23.14014527,EL,65.54360746,99.9026689
S17EL,EL,HELLENiQ BESS,69.38574293,138.7714859,EL,73.11119626,107.4702577
S18EL,EL,Bat Solar greece BESS,34.62348572,69.38574293,EL,66.87187038,101.2309318
S19EL,EL,Energy Bank IKE,34.69287146,69.38574293,EL,68.91213072,103.2711922
S20EL,EL,Terna Energy Greece BESS,27.75429717,55.50859434,EL,65.20830242,99.56736386
S21EL,EL,Amber Energy Greece BESS,12.48943373,24.97886745,EL,68.40708703,102.7661485
S22EL,EL,Peloponnese BESS,207.387047,208.1572288,EL,85.14898465,119.5080461
S23EL,EL,Profitis Ilias,7.285503007,7.285503007,EL,68.54373999,102.9028014
S24EL,EL,New BESSEL24,693.8574293,1124.049035,EL,82.50072004,116.8597815
S25EL,EL,New BESSEL25,693.8574293,1124.049035,EL,84.66259163,119.0216531
S26EL,EL,New BESSEL26,693.8574293,1124.049035,EL,60.96073856,95.31979999
S27EL,EL,New BESSEL27,693.8574293,1124.049035,EL,86.40221629,120.7612777
S28EL,EL,New BESSEL28,693.8574293,1124.049035,EL,82.23168847,116.5907499
S29EL,EL,New BESSEL29,693.8574293,1124.049035,EL,60.61427488,94.97333632
S30EL,EL,New BESSEL30,693.8574293,1124.049035,EL,86.49663647,120.8556979
S31EL,EL,New BESSEL31,693.8574293,1124.049035,EL,77.97023025,112.3292917
S32EL,EL,New BESSEL32,693.8574293,1124.049035,EL,70.60205549,104.9611169
S33EL,EL,New BESSEL33,693.8574293,1124.049035,EL,66.12682384,100.4858853
S34EL,EL,New BESSEL34,693.8574293,1124.049035,EL,61.42324299,95.78230443
S35EL,EL,New BESSEL35,693.8574293,1124.049035,EL,69.26324119,103.6223026
S36EL,EL,New BESSEL36,693.8574293,1124.049035,EL,69.74560444,104.1046659
S37EL,EL,New BESSEL37,693.8574293,1124.049035,EL,70.1647108,104.5237722
S1ES,ES,Barasoain BESS,0.684640506,0.267009797,ES,63.34674233,97.70580376
S2ES,ES,Barasoain BESS,0.479248354,0.479248354,ES,84.31997641,118.6790379
S3ES,ES,Barasoain Experimental Wind Farm I,0.684640506,0.267009797,ES,68.76955968,103.1286211
S4ES,ES,Barasoain Experimental Wind Farm II,0.479248354,0.479248354,ES,71.15716209,105.5162235
S5ES,ES,Carboneras BESS ,13.69281013,8.010293924,ES,79.29046965,113.6495311
S6ES,ES,Almacena Lithium Ion Battery,0.684640506,2.053921519,ES,66.55849247,100.9175539
S7ES,ES,Montes del Cierzo PV,0.684640506,0.383398684,ES,76.96110183,111.3201633
S8ES,ES,Puertollano,3.423202531,13.69281013,ES,81.45863528,115.8176967
S9ES,ES,Seville ,0.684640506,0.273856203,ES,68.65056692,103.0096284
S10ES,ES,Caceres Solar Power Plant,34.23202531,256.7401899,ES,64.68339081,99.04245224
S11ES,ES,Caracava de la Cruz,0.410784304,2.053921519,ES,83.02116849,117.3802299
S12ES,ES,Future in Teruel  Phase II,37.17597949,37.17597949,ES,89.26183241,123.6208938
S13ES,ES,Future in Teruel  Phase III,71.88725316,71.88725316,ES,59.72903998,94.08810142
S14ES,ES,Oiz Park windplusstorage,6.50408481,4.792483544,ES,73.00490258,107.363964
S15ES,ES,ElgeaUrkilla windplusstorage,3.423202531,3.423202531,ES,69.36271845,103.7217799
S16ES,ES,El Hierro Pehimo windplusstorage,0.410784304,2.053921519,ES,83.51296619,117.8720276
S17ES,ES,Experimental Barsoain Hybrid,1.163888861,0.746258152,ES,65.11143134,99.47049278
S18ES,ES,Tudela solarplusstorage ILIS,0.684640506,0.383398684,ES,61.8422811,96.20134253
S19ES,ES,Son Orlandis solarplusstorage,0.753104557,3.765522785,ES,71.02153861,105.3806001
S20ES,ES,Aranuelo Arauelo,2.053921519,6.161764557,ES,61.87146725,96.23052868
S21ES,ES,Caceres,4.107843038,4.107843038,ES,63.01524792,97.37430936
S22ES,ES,iDE Murcian grid support,0.855800633,2.053921519,ES,88.99035303,123.3494145
S23ES,ES,Litoral de Almeria,13.69281013,8.010293924,ES,61.02285728,95.38191872
S24ES,ES,Carmona  Almacena,0.890032658,2.12238557,ES,87.39292793,121.7519894
S25ES,ES,Seville,0.684640506,0.225931367,ES,70.4430189,104.8020803
S26ES,ES,Enel second life,2.738562025,1.163888861,ES,69.05842513,103.4174866
S27ES,ES,BAT HERNANI,3.423202531,15.06209114,ES,76.5811673,110.9402287
S28ES,ES,Bat Hernani,6.846405063,30.61712344,ES,86.14739515,120.5064566
S29ES,ES,Corral del Molino I,7.531045569,15.74673164,ES,60.4122922,94.77135364
S30ES,ES,Montes de Cierzo,8.900326582,17.80065316,ES,61.18923467,95.54829611
S31ES,ES,Barrundia BESS,36.28594683,150.6209114,ES,64.33833288,98.69739432
S32ES,ES,BESS LEZAMA,10.08475466,41.07843038,ES,85.55064195,119.9097034
S33ES,ES,Castilla y Len,17.11601266,34.23202531,ES,69.14226368,103.5013251
S34ES,ES,BESS SOLORZANO,34.23202531,136.9281013,ES,80.2205061,114.5795675
S35ES,ES,BESS MARINA DE CUDEYO,6.846405063,28.07026076,ES,64.05820672,98.41726816
S36ES,ES,Camarreal BESS,34.23202531,136.9281013,ES,67.72973048,102.0887919
S37ES,ES,BESS Lloreda,3.423202531,15.06209114,ES,62.69595976,97.0550212
S38ES,ES,Bolero energy BESS,27.12545686,54.25776012,ES,69.86792359,104.226985
S39ES,ES,BOEDO 2 BESS,27.82379018,55.64758035,ES,76.63997157,110.999033
S40ES,ES,Hornillos,8.900326582,17.80065316,ES,77.56780167,111.9268631
S41ES,ES,DONALLY CORPORATE SERVICES BESS,20.86784263,41.73568526,ES,73.89035798,108.2494194
S42ES,ES,BESS RETUERTO,13.69281013,54.7712405,ES,72.52011382,106.8791753
S43ES,ES,Field Tabiella BESS,32.8627443,131.4509772,ES,62.39159477,96.75065621
S44ES,ES,Mejorana Alimerka,18.34836557,74.35195898,ES,82.71088446,117.0699459
S45ES,ES,El Acebo BESS,10.9542481,46.55555443,ES,81.47317782,115.8322393
S46ES,ES,IM2 Gijn BESS,3.423202531,13.94612711,ES,66.49074868,100.8498101
S47ES,ES,BESS LA Corredoria,10.08475466,41.07843038,ES,71.40524477,105.7643062
S48ES,ES,BESS MIERES,6.846405063,28.07026076,ES,74.847648,109.2067094
S49ES,ES,IM2 Lena BESS,10.26960759,42.5914859,ES,86.43310708,120.7921685
S50ES,ES,Raitan ST1,10.26960759,41.07843038,ES,75.98240778,110.3414692
S51ES,ES,Tuya Corredoria,30.34326724,121.7085428,ES,86.71690123,121.0759627
S52ES,ES,IM2 Campomanes BESS,6.100146911,24.83875757,ES,74.36149299,108.7205544
S53ES,ES,Malpica Wind plus hybrid storage,4.792483544,9.584967088,ES,62.62770088,96.98676232
S54ES,ES,BESS San xenxo,3.423202531,13.69281013,ES,80.81634807,115.1754095
S55ES,ES,Vilademuls BESS,34.84820177,145.8831991,ES,82.49555926,116.8546207
S56ES,ES,GARCIA SALOM Girona BESS,66.41012911,275.910124,ES,87.76923591,122.1282973
S57ES,ES,Field Barcelona BESS,21.2238557,85.58006329,ES,70.02746522,104.3865267
S58ES,ES,Peneds BESS,3.423202531,15.06209114,ES,62.72893004,97.08799148
S59ES,ES,OffGrid System Wind Turbine,0.383398684,0.376552278,ES,71.32302996,105.6820914
S60ES,ES,Menorca BESS,34.23202531,25.67401899,ES,63.76882524,98.12788668
S61ES,ES,Teruel,71.88725316,0,ES,88.33219317,122.6912546
S62ES,ES,BESS Sancholl,3.423202531,15.30856172,ES,74.38118032,108.7402418
S63ES,ES,Santo Toribio solarplusstorage,6.846405063,27.38562025,ES,87.11539602,121.4744575
S64ES,ES,Olmedilla Solar plus BESS,18.8002283,41.00996633,ES,76.16569551,110.524757
S65ES,ES,OLMEDILLA HIVE BESS,37.65522785,75.31045569,ES,83.29037432,117.6494358
S66ES,ES,Bolarque PV Park BESS,13.69281013,27.38562025,ES,60.8103433,95.16940474
S67ES,ES,Granadilla de Abona,8.215686076,0,ES,65.728149,100.0872104
S68ES,ES,Gecama Hybrid Park,68.46405063,136.9281013,ES,74.65913366,109.0181951
S69ES,ES,Planta fotovoltaica el Romeral,18.8002283,41.00996633,ES,61.26691205,95.62597349
S70ES,ES,Nun sun power SAGRA 1 BESS,53.55942681,107.1188536,ES,60.30748045,94.66654189
S71ES,ES,El Carpio de Tajo,14.51437873,30.94575088,ES,85.38862131,119.7476827
S72ES,ES,La Sagra,53.55942681,107.1188536,ES,70.71747799,105.0765394
S73ES,ES,Picn,43.5431362,92.83725265,ES,60.46066577,94.81972721
S74ES,ES,Erasmo solarplusstorage,54.7712405,0,ES,87.04307021,121.4021317
S75ES,ES,La Nava,14.51437873,30.94575088,ES,81.94167955,116.300741
S76ES,ES,Almaraz,37.60045661,82.01993265,ES,63.80829736,98.1673588
S77ES,ES,La Solanilla,12.18660101,24.37320202,ES,88.29977383,122.6588353
S78ES,ES,Hernan Cortes,24.24312033,48.48624066,ES,85.77933301,120.1383944
S79ES,ES,Aranuelo Arauelo,34.23202531,68.46405063,ES,64.71613359,99.07519503
S80ES,ES,Seguidores Solares Planta,24.24312033,48.48624066,ES,62.59400822,96.95306966
S81ES,ES,Nertobriga BESS BAYLIO SOLAR,24.24312033,48.48624066,ES,87.42681337,121.7858748
S82ES,ES,Beturia BESS,24.24312033,48.48624066,ES,76.36681402,110.7258755
S83ES,ES,San Servn,38.61372456,77.22744911,ES,76.5419029,110.9009643
S84ES,ES,Brovales Apicio,26.01633924,47.92483544,ES,87.82873044,122.1877919
S85ES,ES,Brovales Cincinato,26.35865949,41.07843038,ES,71.31675905,105.6758205
S86ES,ES,Ardila,24.24312033,48.48624066,ES,68.74142846,103.1004899
S87ES,ES,El Andvalo,17.11601266,34.23202531,ES,80.47150538,114.8305668
S88ES,ES,Pasada de Tejeda Wind plus storage,2.738562025,5.47712405,ES,82.30761821,116.6666796
S89ES,ES,ST Palmosilla project,136.9281013,605.9068481,ES,80.78735235,115.1464138
S90ES,ES,La Estrella BESS,3.423202531,15.30856172,ES,61.78971176,96.1487732
S91ES,ES,Esperanza BESS,3.423202531,15.30856172,ES,65.14407669,99.50313813
S92ES,ES,TABERNAS,29.02875747,61.89150177,ES,67.44645406,101.8055155
S93ES,ES,New BESSES93,684.6405063,1109.11762,ES,68.18241191,102.5414734
S94ES,ES,New BESSES94,684.6405063,1109.11762,ES,85.11184071,119.4709021
S95ES,ES,New BESSES95,684.6405063,1109.11762,ES,60.31055847,94.66961991
S96ES,ES,New BESSES96,684.6405063,1109.11762,ES,59.86704221,94.22610364
S97ES,ES,New BESSES97,684.6405063,1109.11762,ES,73.00662002,107.3656815
S98ES,ES,New BESSES98,684.6405063,1109.11762,ES,79.5493982,113.9084596
S99ES,ES,New BESSES99,684.6405063,1109.11762,ES,71.48110114,105.8401626
S100ES,ES,New BESSES100,684.6405063,1109.11762,ES,71.69077673,106.0498382
S101ES,ES,New BESSES101,684.6405063,1109.11762,ES,81.09079415,115.4498556
S102ES,ES,New BESSES102,684.6405063,1109.11762,ES,82.07304285,116.4321043
S103ES,ES,New BESSES103,684.6405063,1109.11762,ES,61.77126742,96.13032885
S104ES,ES,New BESSES104,684.6405063,1109.11762,ES,66.61902018,100.9780816
S105ES,ES,New BESSES105,684.6405063,1109.11762,ES,59.49657783,93.85563927
S106ES,ES,New BESSES106,684.6405063,1109.11762,ES,72.16181158,106.520873
S107ES,ES,New BESSES107,684.6405063,1109.11762,ES,82.96468587,117.3237473
S108ES,ES,New BESSES108,684.6405063,1109.11762,ES,84.64339572,119.0024572
S109ES,ES,New BESSES109,684.6405063,1109.11762,ES,66.27484225,100.6339037
S110ES,ES,New BESSES110,684.6405063,1109.11762,ES,63.90148877,98.26055021
S111ES,ES,New BESSES111,684.6405063,1109.11762,ES,64.29976676,98.6588282
S112ES,ES,New BESSES112,684.6405063,1109.11762,ES,66.17316078,100.5322222
S113ES,ES,New BESSES113,684.6405063,1109.11762,ES,86.16167088,120.5207323
S114ES,ES,New BESSES114,684.6405063,1109.11762,ES,87.77267625,122.1317377
S115ES,ES,New BESSES115,684.6405063,1109.11762,ES,74.32295285,108.6820143
S116ES,ES,New BESSES116,684.6405063,1109.11762,ES,67.28066424,101.6397257
S117ES,ES,New BESSES117,684.6405063,1109.11762,ES,79.18635557,113.545417
S118ES,ES,New BESSES118,684.6405063,1109.11762,ES,80.52791507,114.8869765
S119ES,ES,New BESSES119,684.6405063,1109.11762,ES,79.91687674,114.2759382
S120ES,ES,New BESSES120,684.6405063,1109.11762,ES,80.18572224,114.5447837
S1FR,FR,EDF RD Les Renardires Concept Grid ESS,0.653020031,0.326510015,FR,81.89933911,116.2584005
S2FR,FR,Carros NICE GRID Primary Substation Battery PSB Project,0.718322034,0.979530046,FR,69.26123133,103.6202928
S3FR,FR,Corsica 2 MW Storage by Saft and Schneider,1.306040061,1.306040061,FR,72.11275381,106.4718152
S4FR,FR,ADEME Intelligent Electricity Networks  Industrial Area Demonstration ,2.154966101,1.077483051,FR,66.99078885,101.3498503
S5FR,FR,Azur Stockage,3.918120184,3.918120184,FR,67.30091017,101.6599716
S6FR,FR,NWJ Box,0.653020031,0.653020031,FR,61.02859556,95.38765699
S7FR,FR,Stockage de lArce,1.410523266,0.979530046,FR,59.78614955,94.14521099
S8FR,FR,Advanced Battery Storage,45.71140215,39.18120184,FR,59.8881832,94.24724464
S9FR,FR,HABITAT29,1.501946071,6.53E-04,FR,65.63616488,99.99522632
S10FR,FR,BattGrid,0.653020031,0.979530046,FR,72.41589871,106.7749601
S11FR,FR,Ringo Vingeane,7.836240368,21.94147303,FR,64.50261125,98.86167269
S12FR,FR,Ringo Bellac,6.530200307,20.11301694,FR,75.25954444,109.6186059
S13FR,FR,Ringo Ventavon,6.530200307,19.72120493,FR,84.04526557,118.404327
S14FR,FR,Dunkirk Battery Project,39.83422187,40.81375192,FR,65.60676958,99.96583101
S15FR,FR,Carling BESS,16.32550077,16.32550077,FR,63.19601497,97.55507641
S16FR,FR,Plouguin Coscoat,2.154966101,2.154966101,FR,78.9813945,113.3404559
S17FR,FR,PodTredan project,5.224160245,5.354764252,FR,63.67493765,98.03399908
S18FR,FR,EDF Concept Grid,0.653020031,0.43099322,FR,66.34383527,100.7028967
S19FR,FR,Grandpuits,28.07986132,32.65100153,FR,68.14938384,102.5084453
S20FR,FR,RTE RINGO Vingeanne,7.836240368,15.67248074,FR,77.24282545,111.6018869
S21FR,FR,Tonnerre Energy Storage,5.877180276,5.877180276,FR,83.47075766,117.8298191
S22FR,FR,Givres,4.89765023,0,FR,79.83202998,114.1910914
S23FR,FR,MennetousurCher solar plus storage,2.448825115,0,FR,77.43304581,111.7921072
S24FR,FR,HABITAT29,1.501946071,0,FR,76.66812081,111.0271822
S25FR,FR,Commercial Area Microgrid,0.653020031,1.110134052,FR,78.40287065,112.7619321
S26FR,FR,Corsica Sole solarplusstorage Giurone,3.134496147,4.571140215,FR,77.70654289,112.0656043
S27FR,FR,Corsica Sole solarplusstorage,4.244630199,6.399596301,FR,84.22739152,118.586453
S28FR,FR,NWJ Box,0.653020031,0.653020031,FR,78.69420877,113.0532702
S29FR,FR,Stockage de lArce,1.410523266,0.979530046,FR,80.96362992,115.3226914
S30FR,FR,Eole Petite Place,0.587718028,0.300389214,FR,83.9160688,118.2751302
S31FR,FR,ZE ENERGIES VIENNE,1.632550077,1.501946071,FR,60.34821018,94.70727161
S32FR,FR,Carros,0.718322034,0.372221417,FR,61.53624058,95.89530202
S33FR,FR,Neoen Azur Stockage,3.918120184,3.918120184,FR,84.68299406,119.0420555
S34FR,FR,Toulouse,2.154966101,1.077483051,FR,64.60651072,98.96557216
S35FR,FR,ENGIE BattGrid Toulouse,0.653020031,0.653020031,FR,70.77099235,105.1300538
S36FR,FR,Antugnac,5.224160245,5.224160245,FR,72.57843192,106.9374934
S37FR,FR,Corsica Sole solarplusstorage Pancheraccia,0.979530046,1.501946071,FR,79.90519262,114.2642541
S38FR,FR,Prato,3.265100153,6.530200307,FR,68.34947825,102.7085397
S39FR,FR,Corsica Storage,0.653020031,1.306040061,FR,76.04268402,110.4017455
S40FR,FR,ALATA solarplusstorage,2.873288135,2.807986132,FR,67.31538877,101.6744502
S41FR,FR,Merbette BESS,22.85570107,28.73288135,FR,62.07781494,96.43687638
S42FR,FR,Chevir battery project,65.30200307,130.6040061,FR,74.11750781,108.4765692
S43FR,FR,ZE Energy Vert hybrid park,9.664696454,21.87617103,FR,81.89288301,116.2519444
S44FR,FR,Saft BESS,6.530200307,6.530200307,FR,65.20307441,99.56213584
S45FR,FR,Saft,8.162750383,8.162750383,FR,61.34159338,95.70065482
S46FR,FR,Soregies PPA,22.85570107,22.85570107,FR,60.36516549,94.72422693
S47FR,FR,Toulon shoretoship,1.534597072,3.069194144,FR,62.41925429,96.77831573
S48FR,FR,Mana EC,0,13.06040061,FR,81.55964625,115.9187077
S49FR,FR,Horizeo hydrogen and solarplusstorage,26.12080123,0,FR,77.42212232,111.7811838
S50FR,FR,Claudia BESS Project,68.56710322,63.99596301,FR,80.61896324,114.9780247
S51FR,FR,New BESSFR51,653.0200307,1057.89245,FR,86.65199586,121.0110573
S52FR,FR,New BESSFR52,653.0200307,1057.89245,FR,71.93312075,106.2921822
S53FR,FR,New BESSFR53,653.0200307,1057.89245,FR,68.39201069,102.7510721
S54FR,FR,New BESSFR54,653.0200307,1057.89245,FR,63.86066386,98.2197253
S55FR,FR,New BESSFR55,653.0200307,1057.89245,FR,68.53937334,102.8984348
S56FR,FR,New BESSFR56,653.0200307,1057.89245,FR,74.28114939,108.6402108
S57FR,FR,New BESSFR57,653.0200307,1057.89245,FR,75.39470069,109.7537621
S58FR,FR,New BESSFR58,653.0200307,1057.89245,FR,83.10262109,117.4616825
S59FR,FR,New BESSFR59,653.0200307,1057.89245,FR,77.42069181,111.7797532
S60FR,FR,New BESSFR60,653.0200307,1057.89245,FR,68.34749183,102.7065533
S61FR,FR,New BESSFR61,653.0200307,1057.89245,FR,75.6313658,109.9904272
S62FR,FR,New BESSFR62,653.0200307,1057.89245,FR,72.79828941,107.1573509
S1HR,HR,Vis Croatia battery,3.752475248,0,HR,76.7073533,111.0664147
S2HR,HR,VE Brda Umovi windplusstorage,187.6237624,0,HR,61.2912307,95.65029214
S3HR,HR,sibenik BESS,187.6237624,0,HR,81.60876269,115.9678241
S1IT,IT,Enel Ventotene Project  Siemens ,0.210879584,0.421759168,IT,85.69166062,120.0507221
S2IT,IT,Terna Storage Lab 2 6,0.316319376,0.984104724,IT,67.3800699,101.7391313
S3IT,IT,Terna Storage Lab 2 2,0.632638751,0.442847126,IT,62.33318498,96.69224642
S4IT,IT,Terna Storage Lab 1 7,0.702931946,1.405863892,IT,77.79415296,112.1532144
S5IT,IT,Terna Storage Lab 1 8,0.281172778,0.773225141,IT,65.14459443,99.50365587
S6IT,IT,Enel Isernia Smart Grid Project ,0.492052362,0.351465973,IT,72.62572367,106.9847851
S7IT,IT,Terna Storage Lab 2 4,0.702931946,0.857576974,IT,64.69738257,99.05644401
S8IT,IT,GRID4EU Demo 4  Enel Rcube ,0.702931946,0.702931946,IT,64.38774058,98.74680201
S9IT,IT,Terna Storage Lab 1 1,0.702931946,0.702931946,IT,64.11117274,98.47023418
S10IT,IT,Terna Storage Lab 1 3,0.702931946,0.702931946,IT,85.72279813,120.0818596
S11IT,IT,Terna Storage Lab 1 4,0.702931946,0.351465973,IT,69.39704344,103.7561049
S12IT,IT,Terna Storage Lab 1 5,0.702931946,0.864606294,IT,64.27659357,98.63565501
S13IT,IT,Terna Storage Lab 1 9,0.456905765,1.41E-02,IT,88.17903767,122.5380991
S14IT,IT,Terna Storage Lab 2 1,0.702931946,0.632638751,IT,77.10426069,111.4633221
S15IT,IT,Terna Storage Lab 2 3,0.702931946,0.702931946,IT,64.89715349,99.25621492
S16IT,IT,Terna Storage Lab 1 6,0.843518335,2.910138256,IT,83.48017085,117.8392323
S17IT,IT,Terna Storage Lab 1 2,0.843518335,0.649509118,IT,60.04890075,94.40796219
S18IT,IT,Terna Storage Lab 2 5,0.843518335,2.910138256,IT,60.83493755,95.19399899
S19IT,IT,Enel Chiaravalle Substation ,1.405863892,1.405863892,IT,70.88160924,105.2406707
S20IT,IT,Enel Dirillo Substation BESS Project ,1.405863892,0.702931946,IT,83.72569733,118.0847588
S21IT,IT,Enel Puglia ESS,1.405863892,0.702931946,IT,71.81575206,106.1748135
S22IT,IT,Terna Grid Defense Plan Phase II 2,2.811727784,2.811727784,IT,67.90875914,102.2678206
S23IT,IT,Terna SANC project 3,7.591665017,60.73332013,IT,72.1048277,106.4638891
S24IT,IT,Terna SANC project 1,8.435183352,67.48146681,IT,75.9037639,110.2628253
S25IT,IT,Terna SANC project 2,8.435183352,67.48146681,IT,68.63549199,102.9945534
S26IT,IT,Terna Grid Defense Plan Phase II 1,14.05863892,14.05863892,IT,62.04728232,96.40634375
S27IT,IT,Udine SUD,141.5002007,565.8602165,IT,71.47874682,105.8378083
S28IT,IT,IT Fast Reserve  ZE energy,7.02931946,0,IT,62.65031886,97.0093803
S29IT,IT,IT Fast reserve  Iren Energia,4.920523622,4.709644038,IT,70.68579144,105.0448529
S30IT,IT,Trino,146.7018971,586.8075885,IT,76.68977123,111.0488327
S31IT,IT,Trino Solar,17.57329865,70.2931946,IT,66.5840107,100.9430721
S32IT,IT,Engie Leini CCGT,5.061110011,3.584952924,IT,62.82666587,97.18572731
S33IT,IT,Alessandria BESS,16.72978031,33.52985382,IT,72.78970102,107.1487625
S34IT,IT,Renantis Vado Ligure,5.623455568,0,IT,72.13767707,106.4967385
S35IT,IT,Tavazzano,36.69304758,146.7018971,IT,83.91057372,118.2696352
S36IT,IT,La Casella,60.03038819,238.8562752,IT,63.93571909,98.29478053
S37IT,IT,Carpi,20.94737199,83.85978116,IT,77.572181,111.9312424
S38IT,IT,Porto Tolle oil,16.72978031,33.52985382,IT,76.49731013,110.8563716
S39IT,IT,La Spezia,15.74567559,62.84211597,IT,62.74923227,97.10829371
S40IT,IT,Porto Corsini,23.54822019,94.33346715,IT,68.91298103,103.2720425
S41IT,IT,ForliCesena,0.702931946,0.702931946,IT,76.72322765,111.0822891
